Indian Institute of Technology Mandi,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,1,1,0,1,0,1,0,3,0,"10 (including ""0"" Supernumerary)",50 0
,,,Total Seats,18,2,5,0,7,0,3,1,14,0,50,50 0
Indian Institute of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",All India,Gender-Neutral,9,1,2,0,4,0,2,0,6,0,24,30 0
Indian Institute of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,"6 (including ""0"" Supernumerary)",30 0
,,,Total Seats,11,1,3,0,5,0,2,0,8,0,30,30 0
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48,60 0
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,1,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",60 0
,,,Total Seats,22,2,6,0,9,0,5,0,15,1,60,60 0
Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,1,5,1,9,0,4,1,16,0,60,75 0
Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,0,2,0,2,0,1,0,3,1,"15 (including ""0"" Supernumerary)",75 0
,,,Total Seats,29,1,7,1,11,0,5,1,19,1,75,75 0
Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,34,1,8,1,12,1,6,1,23,1,88,110 0
Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),9,0,2,0,3,0,2,0,5,1,"22 (including ""0"" Supernumerary)",110 0
,,,Total Seats,43,1,10,1,15,1,8,1,28,2,110,110 0
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,31,1,8,0,11,1,5,1,20,1,79,99 0
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),7,1,2,0,3,0,2,0,5,0,"20 (including ""0"" Supernumerary)",99 0
,,,Total Seats,38,2,10,0,14,1,7,1,25,1,99,99 0
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,34,2,9,0,12,1,6,1,22,1,88,110 0
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),8,1,2,0,3,0,2,0,6,0,"22 (including ""0"" Supernumerary)",110 0
,,,Total Seats,42,3,11,0,15,1,8,1,28,1,110,110 0
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",All India,Gender-Neutral,17,1,3,1,6,0,3,0,12,0,43,54 0
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,1,"11 (including ""0"" Supernumerary)",54 0
,,,Total Seats,21,1,4,1,8,0,4,0,14,1,54,54 0
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,4,1,8,0,3,0,14,0,50,63 0
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,1,1,1,0,4,0,"13 (including ""0"" Supernumerary)",63 0
,,,Total Seats,24,1,5,1,9,1,4,0,18,0,63,63 0
Indian Institute of Technology Delhi,"Abu Dhabi Campus - Energy Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10 0
Indian Institute of Technology Delhi,"Abu Dhabi Campus - Energy Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",10 0
,,,Total Seats,4,0,1,0,1,0,1,0,3,0,10,10 0
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,28,1,6,1,11,0,5,0,18,1,71,89 0
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),7,0,2,0,3,0,1,0,4,1,"18 (including ""0"" Supernumerary)",89 0
,,,Total Seats,35,1,8,1,14,0,6,0,22,2,89,89 0
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,7,0,9,1,5,0,17,1,68,85 0
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,0,2,0,3,0,1,0,4,1,"17 (including ""0"" Supernumerary)",85 0
,,,Total Seats,33,1,9,0,12,1,6,0,21,2,85,85 0
Indian Institute of Technology Delhi,"Design (4 Years, Bachelor of Technology)",All India,Gender-Neutral,6,1,2,0,2,0,1,0,4,0,16,20 0
Indian Institute of Technology Delhi,"Design (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,"4 (including ""0"" Supernumerary)",20 0
,,,Total Seats,8,1,2,0,3,0,1,0,5,0,20,20 0
Indian Institute of Technology Delhi,"Abu Dhabi Campus - Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,3,1,1,0,2,0,0,0,1,0,8,10 0
Indian Institute of Technology Delhi,"Abu Dhabi Campus - Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",10 0
,,,Total Seats,4,1,1,0,2,0,0,0,2,0,10,10 0
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,26,1,5,1,10,0,5,0,17,1,66,83 0
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,1,2,0,3,0,1,0,5,0,"17 (including ""0"" Supernumerary)",83 0
,,,Total Seats,31,2,7,1,13,0,6,0,22,1,83,83 0
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,7,0,9,1,5,0,17,1,68,85 0
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,1,2,0,3,0,1,0,4,0,"17 (including ""0"" Supernumerary)",85 0
,,,Total Seats,33,2,9,0,12,1,6,0,21,1,85,85 0
Indian Institute of Technology Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,3,0,1,0,1,0,1,0,1,1,8,10 0
Indian Institute of Technology Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",10 0
,,,Total Seats,4,0,1,0,1,0,1,0,2,1,10,10 0
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,4,1,2,0,9,0,32,40 0
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",40 0
,,,Total Seats,15,1,4,0,5,1,3,0,11,0,40,40 0
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,4,1,2,0,9,0,32,40 0
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",40 0
,,,Total Seats,15,1,4,0,5,1,3,0,11,0,40,40 0
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,4,1,2,0,9,0,32,40 0
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",40 0
,,,Total Seats,15,1,4,0,5,1,3,0,11,0,40,40 0
Indian Institute of Technology Delhi,"Chemistry (4 Years, Bachelor of Science)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,40 0
Indian Institute of Technology Delhi,"Chemistry (4 Years, Bachelor of Science)",All India,Female-only (including Supernumerary),4,0,0,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",40 0
,,,Total Seats,16,1,3,0,6,0,3,0,10,1,40,40 0
Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,14,1,3,0,5,0,3,0,9,1,36,46 0
Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,1,0,2,0,1,0,3,0,"10 (including ""0"" Supernumerary)",46 0
,,,Total Seats,17,1,4,0,7,0,4,0,12,1,46,46 0
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,11,1,3,0,4,0,2,0,7,1,29,37 0
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",37 0
,,,Total Seats,14,1,4,0,5,0,3,0,9,1,37,37 0
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,9,1,3,0,4,0,2,0,7,0,26,33 0
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,1,1,0,1,0,0,0,2,0,"7 (including ""0"" Supernumerary)",33 0
,,,Total Seats,11,2,4,0,5,0,2,0,9,0,33,33 0
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,40 0
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",40 0
,,,Total Seats,15,1,4,0,6,0,3,0,10,1,40,40 0
